// SR1 Audio Analyzer: 12/6/2024 10:05:51 AM

// Series: A1:FFT1:Power Spectrum A
// Units: Hz,V/rtHz
149.415075785833,1.82086748798306E-8
150.391644908616,1.78287577648301E-8
151.368214031399,1.72462689270463E-8
152.344783154183,1.72386018817197E-8
153.321352276966,1.73036230213544E-8
154.297921399749,1.68886843426618E-8
155.274490522532,1.62286593154618E-8
156.251059645316,1.58439643087577E-8
157.227628768099,1.60263409890313E-8
158.204197890882,1.66772727059039E-8
159.180767013665,1.74286713888737E-8
160.157336136448,1.7896982704547E-8
161.133905259232,1.77570514540179E-8
162.110474382015,1.7534191432774E-8
163.087043504798,1.73414836322006E-8
164.063612627581,1.70221372581287E-8
165.040181750365,1.71873558296756E-8
166.016750873148,1.7662068437919E-8
166.993319995931,1.75377638943503E-8
167.969889118714,1.73719559587309E-8
168.946458241497,1.76394564990654E-8
169.923027364281,1.78538933772011E-8
170.899596487064,1.77638565896506E-8
171.876165609847,1.70973322860224E-8
172.85273473263,1.62194256671677E-8
173.829303855414,1.58842747883095E-8
174.805872978197,1.61670473287739E-8
175.78244210098,1.63246058378683E-8
176.759011223763,1.63187562165547E-8
177.735580346546,1.69258848551688E-8
178.71214946933,1.85657965706388E-8
179.688718592113,2.03074243744922E-8
180.665287714896,2.03008435490737E-8
181.641856837679,1.91727966264025E-8
182.618425960463,1.84101629437619E-8
183.594995083246,1.81597482017973E-8
184.571564206029,1.79258511225749E-8
185.548133328812,1.74669330271057E-8
186.524702451595,1.69372346263214E-8
187.501271574379,1.66620405741219E-8
188.477840697162,1.71664601458073E-8
189.454409819945,1.78262373583735E-8
190.430978942728,1.73766612583553E-8
191.407548065512,1.62486532582806E-8
192.384117188295,1.60814107116512E-8
193.360686311078,1.68576564797372E-8
194.337255433861,1.7722734405308E-8
195.313824556644,1.81855006158206E-8
196.290393679428,1.8129073804567E-8
197.266962802211,1.8060621061068E-8
198.243531924994,1.78287572268945E-8
199.220101047777,1.69769151719767E-8
200.196670170561,1.66426325948597E-8
201.173239293344,1.69391931747875E-8
202.149808416127,1.7245672216855E-8
203.12637753891,1.76595030606577E-8
204.102946661693,1.81320604306866E-8
205.079515784477,1.8566227393557E-8
206.05608490726,1.84262302804793E-8
207.032654030043,1.7582631154002E-8
208.009223152826,1.69133775307885E-8
208.98579227561,1.67358960055628E-8
209.962361398393,1.64709153452894E-8
210.938930521176,1.62653734443164E-8
211.915499643959,1.64280332375777E-8
212.892068766742,1.71973714304857E-8
213.868637889526,1.79259854125779E-8
214.845207012309,1.77772793956174E-8
215.821776135092,1.7486036564364E-8
216.798345257875,1.76918942795885E-8
217.774914380659,1.77607567476603E-8
218.751483503442,1.77902413921844E-8
219.728052626225,1.79285190784313E-8
220.704621749008,1.76462602433207E-8
221.681190871791,1.71660629128715E-8
222.657759994575,1.67071097876861E-8
223.634329117358,1.64309730029242E-8
224.610898240141,1.7226275399658E-8
225.587467362924,1.8605172985191E-8
226.564036485708,1.89924696646935E-8
227.540605608491,1.82761323141334E-8
228.517174731274,1.74933490026374E-8
229.493743854057,1.68085921976575E-8
230.47031297684,1.6246311578539E-8
231.446882099624,1.67632351437552E-8
232.423451222407,1.77808909365796E-8
233.40002034519,1.81848561423947E-8
234.376589467973,1.81839183980392E-8
235.353158590757,1.79351939160456E-8
236.32972771354,1.78782641004045E-8
237.306296836323,1.84704461990662E-8
238.282865959106,1.89956012618593E-8
239.259435081889,1.86663617009236E-8
240.236004204673,1.81096556135434E-8
241.212573327456,1.78996560348713E-8
242.189142450239,1.76492785782449E-8
243.165711573022,1.74213356564207E-8
244.142280695806,1.7556874485902E-8
245.118849818589,1.76846753267547E-8
246.095418941372,1.76434495865113E-8
247.071988064155,1.75227236824149E-8
248.048557186938,1.75148376099811E-8
249.025126309722,1.79399824371951E-8
250.001695432505,1.83643281698147E-8
250.978264555288,1.82381395262714E-8
251.954833678071,1.77997318770572E-8
252.931402800854,1.79271533186697E-8
253.907971923638,1.84893558027613E-8
254.884541046421,1.84788872263273E-8
255.861110169204,1.75999613340021E-8
256.837679291987,1.6692517367583E-8
257.814248414771,1.66591784292754E-8
258.790817537554,1.71094142143747E-8
259.767386660337,1.7291175384471E-8
260.74395578312,1.71233489180219E-8
261.720524905904,1.6884225906624E-8
262.697094028687,1.65565062408883E-8
263.67366315147,1.61880238594916E-8
264.650232274253,1.60913762110638E-8
265.626801397036,1.64484495450246E-8
266.60337051982,1.73028985870494E-8
267.579939642603,1.80651331865947E-8
268.556508765386,1.82450259516002E-8
269.533077888169,1.77556989723571E-8
270.509647010953,1.70967505724909E-8
271.486216133736,1.67827499562721E-8
272.462785256519,1.66383733818248E-8
273.439354379302,1.63617512205668E-8
274.415923502085,1.59605852991196E-8
275.392492624869,1.60954298038149E-8
276.369061747652,1.663929678416E-8
277.345630870435,1.70498825590124E-8
278.322199993218,1.70058751984609E-8
279.298769116002,1.67795048746323E-8
280.275338238785,1.66214848703285E-8
281.251907361568,1.63732676997014E-8
282.228476484351,1.61815292174337E-8
283.205045607134,1.6647886235875E-8
284.181614729918,1.76133157388607E-8
285.158183852701,1.83121776952998E-8
286.134752975484,1.8157140104285E-8
287.111322098267,1.721132407919E-8
288.08789122105,1.62922070780834E-8
289.064460343834,1.58827839674757E-8
290.041029466617,1.59423561870324E-8
291.0175985894,1.64721171322516E-8
291.994167712183,1.67991440850707E-8
292.970736834967,1.67022147165986E-8
293.94730595775,1.66748641075844E-8
294.923875080533,1.66483528643176E-8
295.900444203316,1.68498820487802E-8
296.8770133261,1.72086218426013E-8
297.853582448883,1.72972877667879E-8
298.830151571666,1.71095722894275E-8
299.806720694449,1.72077167297546E-8
300.783289817232,1.77999177665065E-8
301.759858940016,1.80063788406596E-8
302.736428062799,1.77790946979737E-8
303.712997185582,1.72283324669597E-8
304.689566308365,1.62755928319795E-8
305.666135431149,1.60101690999524E-8
306.642704553932,1.67044511486019E-8
307.619273676715,1.74759723696189E-8
308.595842799498,1.77172944344147E-8
309.572411922281,1.72331198341759E-8
310.548981045065,1.68872424371698E-8
311.525550167848,1.71872542714798E-8
312.502119290631,1.75717042610264E-8
313.478688413414,1.77802258639815E-8
314.455257536198,1.75961818478429E-8
315.431826658981,1.70905468279041E-8
316.408395781764,1.68172674092872E-8
317.384964904547,1.68496111138792E-8
318.36153402733,1.69470392532669E-8
319.338103150114,1.6661220319397E-8
320.314672272897,1.61060571453167E-8
321.29124139568,1.61414845587605E-8
322.267810518463,1.68248066672753E-8
323.244379641247,1.80334341886947E-8
324.22094876403,1.86667449896677E-8
325.197517886813,1.80466251333808E-8
326.174087009596,1.75030169077912E-8
327.150656132379,1.75017034298264E-8
328.127225255163,1.70428486123592E-8
329.103794377946,1.63170094439637E-8
330.080363500729,1.67048892130479E-8
331.056932623512,1.77341658377523E-8
332.033501746295,1.79975350237358E-8
333.010070869079,1.77025719954308E-8
333.986639991862,1.73860939640486E-8
334.963209114645,1.68179175276022E-8
335.939778237428,1.6574991503188E-8
336.916347360212,1.71117308207012E-8
337.892916482995,1.75567111516086E-8
338.869485605778,1.75773802618258E-8
339.846054728561,1.72805043156565E-8
340.822623851344,1.67836585581251E-8
341.799192974128,1.68516322060448E-8
342.775762096911,1.73760425323308E-8
343.752331219694,1.74066483052014E-8
344.728900342477,1.70833460449423E-8
345.705469465261,1.73470530667781E-8
346.682038588044,1.77536538503498E-8
347.658607710827,1.73181324797064E-8
348.63517683361,1.64695411015731E-8
349.611745956394,1.60558770600538E-8
350.588315079177,1.61613424478423E-8
351.56488420196,1.68008778355767E-8
352.541453324743,1.74359358283278E-8
353.518022447526,1.74418369198181E-8
354.49459157031,1.71149274802641E-8
355.471160693093,1.72638573215184E-8
356.447729815876,1.75593778445031E-8
357.424298938659,1.75391309942044E-8
358.400868061442,1.76952538780769E-8
359.377437184226,1.79295028103679E-8
360.354006307009,1.7644257336092E-8
361.330575429792,1.73687552513971E-8
362.307144552575,1.73574804416893E-8
363.283713675359,1.7326090923981E-8
364.260282798142,1.73627072472915E-8
365.236851920925,1.71167396268915E-8
366.213421043708,1.66077544957936E-8
367.189990166492,1.66893759947899E-8
368.166559289275,1.70357672864227E-8
369.143128412058,1.71218651587615E-8
370.119697534841,1.72455804562336E-8
371.096266657624,1.75798976125003E-8
372.072835780408,1.77784581494536E-8
373.049404903191,1.76010081108541E-8
374.025974025974,1.73661973534714E-8
375.002543148757,1.75630467529984E-8
375.97911227154,1.79505376918955E-8
376.955681394324,1.7904872407187E-8
377.932250517107,1.77599267556284E-8
378.90881963989,1.77522362794299E-8
379.885388762673,1.76128561617757E-8
380.861957885457,1.75479888596984E-8
381.83852700824,1.76007972347363E-8
382.815096131023,1.75835780570947E-8
383.791665253806,1.76547922009355E-8
384.76823437659,1.77599208154025E-8
385.744803499373,1.76176038210246E-8
386.721372622156,1.7605485498874E-8
387.697941744939,1.78156052293234E-8
388.674510867722,1.76210771863945E-8
389.651079990506,1.7443029544675E-8
390.627649113289,1.78230800263359E-8
391.604218236072,1.8287260298381E-8
392.580787358855,1.81293309086341E-8
393.557356481638,1.75284992581661E-8
394.533925604422,1.71837903312981E-8
395.510494727205,1.74312558824264E-8
396.487063849988,1.75931435006913E-8
397.463632972771,1.72934343671463E-8
398.440202095555,1.68294181860252E-8
399.416771218338,1.66746961598656E-8
400.393340341121,1.6465781726205E-8
401.369909463904,1.58853458708892E-8
402.346478586687,1.57318009711574E-8
403.323047709471,1.59089541399744E-8
404.299616832254,1.62842563353145E-8
405.276185955037,1.69729709560204E-8
406.25275507782,1.74022768280676E-8
407.229324200604,1.72943233481563E-8
408.205893323387,1.68225634311968E-8
409.18246244617,1.64516240965739E-8
410.159031568953,1.62865896150131E-8
411.135600691737,1.64324636996056E-8
412.11216981452,1.6862887492267E-8
413.088738937303,1.68878608985181E-8
414.065308060086,1.6730248089277E-8
415.041877182869,1.7046344006077E-8
416.018446305653,1.77489069196766E-8
416.995015428436,1.81025163691792E-8
417.971584551219,1.78702166718648E-8
418.948153674002,1.74855708995057E-8
419.924722796785,1.73112136237833E-8
420.901291919569,1.72790729048526E-8
421.877861042352,1.713376074241E-8
422.854430165135,1.69842158530327E-8
423.830999287918,1.69941813050531E-8
424.807568410702,1.69906638908064E-8
425.784137533485,1.73493268858985E-8
426.760706656268,1.78308754915297E-8
427.737275779051,1.76460297982692E-8
428.713844901834,1.72658060377835E-8
429.690414024618,1.74833636219777E-8
430.666983147401,1.80535474242126E-8
431.643552270184,1.83741688531647E-8
432.620121392967,1.78813762893185E-8
433.596690515751,1.69078552675388E-8
434.573259638534,1.64253130774627E-8
435.549828761317,1.64558494683621E-8
436.5263978841,1.67232368395881E-8
437.502967006883,1.66870576536922E-8
438.479536129667,1.63120984359731E-8
439.45610525245,1.61936464939758E-8
440.432674375233,1.6219943055974E-8
441.409243498016,1.62440002629083E-8
442.3858126208,1.64132873629465E-8
443.362381743583,1.66978087297943E-8
444.338950866366,1.66008942935224E-8
445.315519989149,1.65537596836373E-8
446.292089111932,1.70964998181233E-8
447.268658234716,1.71420744589758E-8
448.245227357499,1.68373154190066E-8
449.221796480282,1.72261896599916E-8
450.198365603065,1.7582542788324E-8
451.174934725849,1.75088422576141E-8
452.151503848632,1.76957899021443E-8
453.128072971415,1.83784307475385E-8
454.104642094198,1.89133195682077E-8
455.081211216982,1.86582481080631E-8
456.057780339765,1.78490398489912E-8
457.034349462548,1.68886014321727E-8
458.010918585331,1.64197125314196E-8
458.987487708114,1.68019047571816E-8
459.964056830898,1.73705475434828E-8
460.940625953681,1.744702471119E-8
461.917195076464,1.69406431134986E-8
462.893764199247,1.64188030654259E-8
463.87033332203,1.63354363525659E-8
464.846902444814,1.64160486590991E-8
465.823471567597,1.65459763582234E-8
466.80004069038,1.67113991159442E-8
467.776609813163,1.6681781278815E-8
468.753178935947,1.65191851152826E-8
469.72974805873,1.65630258242625E-8
470.706317181513,1.68814099539218E-8
471.682886304296,1.69182330464031E-8
472.659455427079,1.68952023320054E-8
473.636024549863,1.71171234366671E-8
474.612593672646,1.66333000952325E-8
475.589162795429,1.54669685158924E-8
476.565731918212,1.52800463488738E-8
477.542301040996,1.61738502073462E-8
478.518870163779,1.684915005918E-8
479.495439286562,1.67937070431506E-8
480.472008409345,1.67606529292216E-8
481.448577532128,1.69813498373392E-8
482.425146654912,1.67516111849914E-8
483.401715777695,1.6305857900389E-8
484.378284900478,1.65469767880624E-8
485.354854023261,1.71647158281043E-8
486.331423146045,1.72479705221308E-8
487.307992268828,1.71002029796491E-8
488.284561391611,1.73210452050877E-8
489.261130514394,1.70633909397442E-8
490.237699637177,1.64069479459581E-8
491.214268759961,1.63605899819324E-8
492.190837882744,1.68601146206655E-8
493.167407005527,1.70367868049684E-8
494.14397612831,1.68445877835961E-8
495.120545251094,1.65853283293216E-8
496.097114373877,1.64209285787203E-8
497.07368349666,1.66097767239805E-8
498.050252619443,1.70052971241991E-8
499.026821742226,1.72320239945754E-8
500.00339086501,1.70881111711077E-8
500.979959987793,1.67284989922434E-8
501.956529110576,1.65421421694837E-8
502.933098233359,1.62784735195754E-8
503.909667356143,1.58856598160195E-8
504.886236478926,1.5996438618434E-8
505.862805601709,1.64425582394002E-8
506.839374724492,1.69791696473086E-8
507.815943847276,1.7359362847584E-8
508.792512970059,1.7381797875874E-8
509.769082092842,1.71394877673423E-8
510.745651215625,1.65990651207534E-8
511.722220338408,1.61799608684783E-8
512.698789461192,1.64170943948165E-8
513.675358583975,1.6875790846697E-8
514.651927706758,1.70225632032495E-8
515.628496829541,1.74205709729497E-8
516.605065952324,1.76887758625662E-8
517.581635075108,1.76468662342235E-8
518.558204197891,1.76748740031024E-8
519.534773320674,1.75994114923821E-8
520.511342443457,1.72683443719383E-8
521.487911566241,1.67929577559315E-8
522.464480689024,1.64892133036452E-8
523.441049811807,1.64606301920019E-8
524.41761893459,1.68126748051281E-8
525.394188057373,1.7260348744419E-8
526.370757180157,1.71658533981268E-8
527.34732630294,1.70359879714807E-8
528.323895425723,1.75002084546945E-8
529.300464548506,1.75584137960067E-8
530.27703367129,1.70633796984537E-8
531.253602794073,1.73406678628976E-8
532.230171916856,1.78505571884364E-8
533.206741039639,1.79085605050419E-8
534.183310162422,1.78232430720018E-8
535.159879285206,1.78247179486888E-8
536.136448407989,1.78625849547373E-8
537.113017530772,1.77350667958104E-8
538.089586653555,1.76751073277596E-8
539.066155776338,1.77830510372768E-8
540.042724899122,1.75425646790881E-8
541.019294021905,1.72658915807213E-8
541.995863144688,1.74020023686935E-8
542.972432267471,1.73778815356557E-8
543.949001390255,1.71527964221294E-8
544.925570513038,1.69441160075472E-8
545.902139635821,1.64352871310539E-8
546.878708758604,1.59760101720136E-8
547.855277881388,1.62450033493403E-8
548.831847004171,1.70402007064158E-8
549.808416126954,1.72801324599619E-8
550.784985249737,1.66984675194067E-8
551.76155437252,1.63890672614089E-8
552.738123495304,1.65069000997392E-8
553.714692618087,1.65595228156294E-8
554.69126174087,1.68155228009309E-8
555.667830863653,1.74008190575322E-8
556.644399986437,1.75055767284465E-8
557.62096910922,1.69140466360544E-8
558.597538232003,1.63381010346173E-8
559.574107354786,1.62173535813323E-8
560.550676477569,1.63101763091062E-8
561.527245600353,1.65348493091411E-8
562.503814723136,1.69805692936996E-8
563.480383845919,1.72070406507359E-8
564.456952968702,1.6434258893248E-8
565.433522091486,1.56428604553973E-8
566.410091214269,1.58927454770546E-8
567.386660337052,1.67789390071341E-8
568.363229459835,1.7484077287665E-8
569.339798582618,1.75878401260487E-8
570.316367705402,1.71851632669002E-8
571.292936828185,1.69547351939202E-8
572.269505950968,1.66246933000937E-8
573.246075073751,1.60160266346631E-8
574.222644196535,1.60438715312978E-8
575.199213319318,1.61945301102257E-8
576.175782442101,1.60220741778317E-8
577.152351564884,1.62345360836311E-8
578.128920687667,1.68212760719562E-8
579.105489810451,1.69315892969865E-8
580.082058933234,1.64833999882214E-8
581.058628056017,1.59039864777579E-8
582.0351971788,1.58550759673764E-8
583.011766301583,1.6508714503626E-8
583.988335424367,1.70712967914729E-8
584.96490454715,1.72949422249861E-8
585.941473669933,1.76764545817623E-8
586.918042792717,1.8047677356661E-8
587.8946119155,1.77572280684193E-8
588.871181038283,1.69362244046699E-8
589.847750161066,1.68777104972786E-8
590.824319283849,1.75207252642893E-8
591.800888406633,1.78571999404483E-8
592.777457529416,1.77069153749797E-8
593.754026652199,1.74273088317787E-8
594.730595774982,1.69611938737359E-8
595.707164897765,1.64793335793346E-8
596.683734020549,1.66710095113951E-8
597.660303143332,1.7247032441291E-8
598.636872266115,1.77824135517048E-8
599.613441388898,1.80870109427002E-8
600.590010511682,1.77573922588254E-8
601.566579634465,1.71675059809706E-8
602.543148757248,1.70852463046297E-8
603.519717880031,1.72370902081677E-8
604.496287002814,1.73842045222156E-8
605.472856125598,1.74981603287245E-8
606.449425248381,1.7518253062773E-8
607.425994371164,1.76333131536283E-8
608.402563493947,1.76004768289776E-8
609.37913261673,1.71928044957415E-8
610.355701739514,1.69191757529445E-8
611.332270862297,1.69296893517889E-8
612.30883998508,1.68296033955182E-8
613.285409107863,1.68659163689494E-8
614.261978230647,1.74155228895394E-8
615.23854735343,1.79808328659758E-8
616.215116476213,1.80751303947717E-8
617.191685598996,1.74591777629456E-8
618.16825472178,1.66996454646437E-8
619.144823844563,1.63580585360273E-8
620.121392967346,1.60818520310226E-8
621.097962090129,1.57607644850314E-8
622.074531212913,1.60547958488488E-8
623.051100335696,1.6517529215524E-8
624.027669458479,1.65827507995939E-8
625.004238581262,1.66177875712335E-8
625.980807704045,1.68701664568514E-8
626.957376826829,1.72444765098806E-8
627.933945949612,1.74504363989947E-8
628.910515072395,1.72971563583178E-8
629.887084195178,1.70493796679633E-8
630.863653317961,1.68379516627049E-8
631.840222440745,1.68067182934296E-8
632.816791563528,1.68738556315355E-8
633.793360686311,1.70799604204725E-8
634.769929809094,1.73064838801923E-8
635.746498931878,1.75254130588006E-8
636.723068054661,1.7572623372564E-8
637.699637177444,1.73220518088251E-8
638.676206300227,1.72642034180359E-8
639.65277542301,1.72473566326737E-8
640.629344545794,1.68010342468103E-8
641.605913668577,1.64924637480654E-8
642.58248279136,1.66132945371469E-8
643.559051914143,1.64615915301543E-8
644.535621036926,1.63569017259645E-8
645.51219015971,1.66117363527154E-8
646.488759282493,1.67278069849808E-8
647.465328405276,1.67202136644544E-8
648.44189752806,1.69298966906987E-8
649.418466650843,1.69477658831456E-8
650.395035773626,1.70152028823445E-8
651.371604896409,1.75796542952517E-8
652.348174019192,1.77577946269215E-8
653.324743141976,1.71451849101504E-8
654.301312264759,1.66179855277051E-8
655.277881387542,1.67394789852631E-8
656.254450510325,1.71840063247796E-8
657.231019633108,1.72249140928647E-8
658.207588755892,1.70123821132076E-8
659.184157878675,1.71960892638727E-8
660.160727001458,1.75076206999941E-8
661.137296124241,1.72488173645705E-8
662.113865247025,1.68428232281451E-8
663.090434369808,1.67349441207698E-8
664.067003492591,1.67187331359138E-8
665.043572615374,1.67104659234656E-8
666.020141738157,1.7021476345989E-8
666.996710860941,1.72949943515932E-8
667.973279983724,1.74386424388773E-8
668.949849106507,1.77257591964541E-8
669.92641822929,1.78165171416463E-8
670.902987352073,1.78147971735554E-8
671.879556474857,1.79797575277503E-8
672.85612559764,1.7961755264486E-8
673.832694720423,1.76985613590929E-8
674.809263843206,1.78866789580866E-8
675.78583296599,1.84450625029092E-8
676.762402088773,1.81111352323506E-8
677.738971211556,1.71697454852512E-8
678.715540334339,1.68885185212766E-8
679.692109457123,1.71255947567204E-8
680.668678579906,1.73018664790569E-8
681.645247702689,1.73421870987099E-8
682.621816825472,1.77617362719611E-8
683.598385948255,1.80293716125832E-8
684.574955071039,1.74968212717153E-8
685.551524193822,1.67206518895237E-8
686.528093316605,1.6199938543998E-8
687.504662439388,1.60447131850458E-8
688.481231562172,1.63796020006136E-8
689.457800684955,1.69376938495387E-8
690.434369807738,1.70063855794023E-8
691.410938930521,1.66789294217686E-8
692.387508053304,1.66275844528097E-8
693.364077176088,1.67260971972352E-8
694.340646298871,1.66681471804587E-8
695.317215421654,1.66026938040966E-8
696.293784544437,1.67239628708346E-8
697.270353667221,1.71552391076787E-8
698.246922790004,1.7239945418455E-8
699.223491912787,1.67323099658765E-8
700.20006103557,1.62454697427723E-8
701.176630158353,1.62877249214851E-8
702.153199281137,1.68423124462304E-8
703.12976840392,1.69795921515965E-8
704.106337526703,1.67322721355666E-8
705.082906649486,1.69624044610666E-8
706.05947577227,1.70797015582172E-8
707.036044895053,1.68080718164622E-8
708.012614017836,1.66047790282441E-8
708.989183140619,1.66241533164142E-8
709.965752263402,1.70535581634235E-8
710.942321386186,1.76317814703658E-8
711.918890508969,1.78141220608872E-8
712.895459631752,1.76174111083976E-8
713.872028754535,1.74206359365651E-8
714.848597877319,1.76142087216579E-8
715.825167000102,1.78175458131609E-8
716.801736122885,1.7542819444843E-8
717.778305245668,1.72544556191537E-8
718.754874368451,1.7007046514059E-8
719.731443491235,1.68460703455632E-8
720.708012614018,1.70007079272673E-8
721.684581736801,1.70028678695508E-8
722.661150859584,1.67626544233295E-8
723.637719982368,1.65376645394834E-8
724.614289105151,1.65340801702749E-8
725.590858227934,1.66773572420758E-8
726.567427350717,1.64847614407379E-8
727.5439964735,1.60326538335244E-8
728.520565596284,1.59254955997146E-8
729.497134719067,1.65355894120098E-8
730.47370384185,1.75092202110931E-8
731.450272964633,1.81047286811959E-8
732.426842087416,1.81200029979115E-8
733.4034112102,1.77888795728308E-8
734.379980332983,1.75803738717173E-8
735.356549455766,1.7597017383092E-8
736.333118578549,1.75975444093839E-8
737.309687701333,1.74331011645198E-8
738.286256824116,1.71875048178109E-8
739.262825946899,1.70063314402717E-8
740.239395069682,1.72018066885066E-8
741.215964192466,1.76417779818749E-8
742.192533315249,1.79618780731342E-8
743.169102438032,1.79038380394593E-8
744.145671560815,1.72605821161041E-8
745.122240683598,1.65654234726387E-8
746.098809806382,1.66841825553122E-8
