;Scopy version,f4beeb1
;Exported on,Wednesday December 04/12/2024
;Device,M2K
;Nr of samples,1000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
0,1000,19.3815,0.37507
1,1010.19,19.3097,0.0764242
2,1020.48,19.3331,0.0672707
3,1030.88,19.3288,0.0560247
4,1041.38,19.3365,0.0588268
5,1051.99,19.3359,0.0544357
6,1062.71,19.3496,0.0811984
7,1073.54,19.3456,0.0876524
8,1084.47,19.3501,0.065718
9,1095.52,19.3443,-0.018757
10,1106.68,19.3462,0.0546079
11,1117.96,19.3442,0.00179775
12,1129.35,19.3511,0.128741
13,1140.86,19.3525,0.126043
14,1152.48,19.3577,0.0573879
15,1164.22,19.3438,0.0756892
16,1176.08,19.3545,0.0743155
17,1188.06,19.3549,0.0679074
18,1200.17,19.3539,0.0657677
19,1212.4,19.3558,0.114275
20,1224.75,19.3572,0.0576095
21,1237.23,19.3637,0.0168128
22,1249.83,19.3635,0.147915
23,1262.57,19.3577,0.104812
24,1275.43,19.3576,0.0701928
25,1288.42,19.3597,0.0557433
26,1301.55,19.3533,0.0437029
27,1314.81,19.3623,0.0508647
28,1328.21,19.3566,0.0700007
29,1341.74,19.3563,0.148199
30,1355.41,19.3562,0.0831359
31,1369.22,19.3614,0.0363613
32,1383.17,19.361,0.101123
33,1397.26,19.3644,0.0793471
34,1411.5,19.362,0.122364
35,1425.88,19.3595,0.0667127
36,1440.4,19.3606,0.151798
37,1455.08,19.3524,0.0301656
38,1469.9,19.3605,0.121813
39,1484.88,19.3577,0.0703003
40,1500.01,19.3663,0.0455209
41,1515.29,19.3661,0.00367864
42,1530.73,19.3673,0.121788
43,1546.32,19.3672,0.148158
44,1562.08,19.3606,0.0527945
45,1577.99,19.3652,0.121684
46,1594.07,19.3634,0.186267
47,1610.31,19.36,0.203971
48,1626.72,19.3624,0.201373
49,1643.29,19.3598,0.120871
50,1660.03,19.3638,0.109317
51,1676.95,19.3639,0.151611
52,1694.03,19.3585,0.183849
53,1711.29,19.3723,0.125095
54,1728.73,19.3659,0.243594
55,1746.34,19.3693,0.230952
56,1764.13,19.3665,0.155657
57,1782.11,19.3635,0.150647
58,1800.26,19.3642,0.191312
59,1818.6,19.3604,0.243037
60,1837.13,19.3657,0.206989
61,1855.85,19.3659,0.144095
62,1874.76,19.3618,0.308492
63,1893.86,19.3599,0.209898
64,1913.15,19.3613,0.300334
65,1932.65,19.3708,0.19185
66,1952.34,19.36,0.222578
67,1972.23,19.3608,0.258738
68,1992.32,19.3573,0.181028
69,2012.62,19.3571,0.188336
70,2033.12,19.3609,0.228419
71,2053.84,19.3477,0.313288
72,2074.76,19.3657,0.251926
73,2095.9,19.3553,0.195337
74,2117.26,19.3409,0.271001
75,2138.83,19.3418,0.179751
76,2160.62,19.3418,0.142551
77,2182.63,19.3603,0.323982
78,2204.87,19.3531,0.28409
79,2227.33,19.3608,0.23267
80,2250.03,19.3462,0.149729
81,2272.95,19.3454,0.445783
82,2296.11,19.3461,0.262266
83,2319.5,19.3519,0.403272
84,2343.13,19.3625,0.262322
85,2367,19.3573,0.0460812
86,2391.12,19.3653,0.151271
87,2415.48,19.3627,0.209293
88,2440.09,19.3689,0.296855
89,2464.95,19.3631,0.311958
